timestamp,open_price,close_price,high_price,low_price,volume
2023-11-02 00:00:00+00:00,175.52,177.57,177.78,175.46,77334752
2023-11-03 00:00:00+00:00,174.24,176.65,176.82,173.35,79829246
2023-11-06 00:00:00+00:00,176.38,179.23,179.43,176.21,63841310
2023-11-07 00:00:00+00:00,179.18,181.82,182.44,178.97,70529966
2023-11-08 00:00:00+00:00,182.35,182.89,183.45,181.59,49340282
2023-11-09 00:00:00+00:00,182.89,182.41,184.12,181.81,53763540
2023-11-10 00:00:00+00:00,183.97,186.4,186.565,183.53,66177922
2023-11-13 00:00:00+00:00,185.82,184.8,186.03,184.21,43627519
2023-11-14 00:00:00+00:00,187.7,187.44,188.11,186.3,60108378
2023-11-15 00:00:00+00:00,187.845,188.01,189.5,187.78,53790499
2023-11-16 00:00:00+00:00,189.57,189.71,190.96,188.65,54412915
2023-11-17 00:00:00+00:00,190.25,189.69,190.38,188.57,50941404
2023-11-20 00:00:00+00:00,189.89,191.45,191.905,189.88,46538614
2023-11-21 00:00:00+00:00,191.41,190.64,191.52,189.74,38134485
2023-11-22 00:00:00+00:00,191.49,191.31,192.93,190.825,39630011
2023-11-24 00:00:00+00:00,190.87,189.97,190.9,189.25,24048344
2023-11-27 00:00:00+00:00,189.92,189.79,190.67,188.9,40552609
2023-11-28 00:00:00+00:00,189.78,190.4,191.08,189.4,38415419
2023-11-29 00:00:00+00:00,190.9,189.37,192.09,188.97,43014224
2023-11-30 00:00:00+00:00,189.84,189.95,190.32,188.19,48794366
2023-12-01 00:00:00+00:00,190.33,191.24,191.56,189.23,45704823
2023-12-04 00:00:00+00:00,189.98,189.43,190.05,187.4511,43389519
2023-12-05 00:00:00+00:00,190.21,193.42,194.4,190.18,66628398
2023-12-06 00:00:00+00:00,194.45,192.32,194.76,192.11,41089737
2023-12-07 00:00:00+00:00,193.63,194.27,195.0,193.59,47477655
2023-12-08 00:00:00+00:00,194.2,195.71,195.99,193.67,53406358
2023-12-11 00:00:00+00:00,193.11,193.18,193.49,191.42,60943699
2023-12-12 00:00:00+00:00,193.08,194.71,194.72,191.721,52696900
2023-12-13 00:00:00+00:00,195.09,197.96,198.0,194.85,70404183
2023-12-14 00:00:00+00:00,198.02,198.11,199.62,196.16,66831572
2023-12-15 00:00:00+00:00,197.53,197.57,198.3999,197.0,128538401
2023-12-18 00:00:00+00:00,196.09,195.89,196.63,194.39,55751861
2023-12-19 00:00:00+00:00,196.16,196.94,196.95,195.89,40714051
2023-12-20 00:00:00+00:00,196.9,194.83,197.68,194.83,52242815
2023-12-21 00:00:00+00:00,196.1,194.68,197.08,193.5,46482549
2023-12-22 00:00:00+00:00,195.18,193.6,195.41,192.97,37149570
2023-12-26 00:00:00+00:00,193.61,193.05,193.89,192.83,28919310
2023-12-27 00:00:00+00:00,192.49,193.15,193.5,191.09,48087681
2023-12-28 00:00:00+00:00,194.14,193.58,194.66,193.17,34049898
2023-12-29 00:00:00+00:00,193.9,192.53,194.4,191.725,42672148
2024-01-02 00:00:00+00:00,187.15,185.64,188.44,183.885,82488674
2024-01-03 00:00:00+00:00,184.22,184.25,185.88,183.43,58414460
2024-01-04 00:00:00+00:00,182.15,181.91,183.0872,180.88,71983570
2024-01-05 00:00:00+00:00,181.99,181.18,182.76,180.17,62379661
2024-01-08 00:00:00+00:00,182.085,185.56,185.6,181.5,59144470
2024-01-09 00:00:00+00:00,183.92,185.14,185.15,182.73,42841809
2024-01-10 00:00:00+00:00,184.35,186.19,186.4,183.92,46792908
2024-01-11 00:00:00+00:00,186.54,185.59,187.05,183.62,49128408
2024-01-12 00:00:00+00:00,186.06,185.92,186.74,185.19,40477782
2024-01-16 00:00:00+00:00,182.16,183.63,184.26,180.934,65603041
2024-01-17 00:00:00+00:00,181.27,182.68,182.93,180.3,47317433
2024-01-18 00:00:00+00:00,186.09,188.63,189.14,185.83,78005754
2024-01-19 00:00:00+00:00,189.33,191.56,191.95,188.82,68902985
2024-01-22 00:00:00+00:00,192.3,193.89,195.33,192.26,60133852
2024-01-23 00:00:00+00:00,195.02,195.18,195.75,193.8299,42355590
2024-01-24 00:00:00+00:00,195.42,194.5,196.38,194.34,53631316
2024-01-25 00:00:00+00:00,195.22,194.17,196.2675,193.1125,54822126
2024-01-26 00:00:00+00:00,194.27,192.42,194.76,191.94,44594011
2024-01-29 00:00:00+00:00,192.01,191.73,192.2,189.58,47145622
2024-01-30 00:00:00+00:00,190.94,188.04,191.8,187.47,55859370
2024-01-31 00:00:00+00:00,187.04,184.4,187.095,184.35,55467803
2024-02-01 00:00:00+00:00,183.985,186.86,186.95,183.82,64885408
2024-02-02 00:00:00+00:00,179.86,185.85,187.33,179.25,102551680
2024-02-05 00:00:00+00:00,188.15,187.68,189.25,185.84,69668820
2024-02-06 00:00:00+00:00,186.86,189.3,189.31,186.7695,43490759
2024-02-07 00:00:00+00:00,190.64,189.41,191.05,188.61,53438955
2024-02-08 00:00:00+00:00,189.385,188.32,189.535,187.35,40962046
2024-02-09 00:00:00+00:00,188.65,188.85,189.99,188.0,45155216
2024-02-12 00:00:00+00:00,188.415,187.15,188.67,186.79,41781934
2024-02-13 00:00:00+00:00,185.77,185.1068,186.21,183.5128,56529529
2024-02-14 00:00:00+00:00,185.32,184.15,185.53,182.44,54630517
2024-02-15 00:00:00+00:00,183.55,183.86,184.49,181.35,65434496
2024-02-16 00:00:00+00:00,183.42,182.31,184.85,181.665,49752465
2024-02-20 00:00:00+00:00,181.79,181.56,182.43,180.0,53665553
2024-02-21 00:00:00+00:00,181.94,182.32,182.8888,180.66,41529674
2024-02-22 00:00:00+00:00,183.48,184.37,184.955,182.46,52292208
2024-02-23 00:00:00+00:00,185.01,182.52,185.04,182.23,45119677
2024-02-26 00:00:00+00:00,182.24,181.16,182.76,180.65,40867421
2024-02-27 00:00:00+00:00,181.1,182.63,183.9225,179.56,54318851
2024-02-28 00:00:00+00:00,182.51,181.42,183.12,180.13,48953939
2024-02-29 00:00:00+00:00,181.27,180.75,182.57,179.53,136682597
2024-03-01 00:00:00+00:00,179.55,179.66,180.53,177.38,73563082
2024-03-04 00:00:00+00:00,176.15,175.1,176.9,173.79,81510101
2024-03-05 00:00:00+00:00,170.76,170.18,172.04,169.62,95132355
2024-03-06 00:00:00+00:00,171.06,169.12,171.24,168.68,68587707
2024-03-07 00:00:00+00:00,169.15,169.11,170.73,168.49,71765061
2024-03-08 00:00:00+00:00,169.0,170.79,173.7,168.94,76267041
2024-03-11 00:00:00+00:00,172.94,172.75,174.38,172.05,60139473
2024-03-12 00:00:00+00:00,173.15,173.23,174.03,171.01,59825372
2024-03-13 00:00:00+00:00,172.77,171.13,173.185,170.76,52488692
2024-03-14 00:00:00+00:00,172.91,173.0,174.3078,172.05,72913507
2024-03-15 00:00:00+00:00,171.17,172.62,172.62,170.285,121752699
2024-03-18 00:00:00+00:00,175.57,173.72,177.71,173.52,75604184
2024-03-19 00:00:00+00:00,174.34,176.08,176.605,173.03,55215244
2024-03-20 00:00:00+00:00,175.72,178.67,178.67,175.09,53423102
2024-03-21 00:00:00+00:00,177.05,171.37,177.49,170.84,106181270
2024-03-22 00:00:00+00:00,171.76,172.28,173.05,170.06,71160138
2024-03-25 00:00:00+00:00,170.565,170.85,171.94,169.45,54288328
2024-03-26 00:00:00+00:00,170.0,169.71,171.42,169.58,57388449
2024-03-27 00:00:00+00:00,170.41,173.31,173.6,170.11,60273265
2024-03-28 00:00:00+00:00,171.75,171.48,172.23,170.51,65672690
2024-04-01 00:00:00+00:00,171.19,170.03,171.25,169.475,46240500
2024-04-02 00:00:00+00:00,169.08,168.84,169.34,168.2302,49329481
2024-04-03 00:00:00+00:00,168.79,169.65,170.68,168.58,47691715
2024-04-04 00:00:00+00:00,170.29,168.89,171.92,168.82,53704386
2024-04-05 00:00:00+00:00,169.59,169.58,170.39,168.95,42104826
2024-04-08 00:00:00+00:00,169.03,168.45,169.2,168.24,37425513
2024-04-09 00:00:00+00:00,168.7,169.67,170.08,168.35,42451209
2024-04-10 00:00:00+00:00,168.8,167.78,169.09,167.11,49709336
2024-04-11 00:00:00+00:00,168.34,175.04,175.46,168.16,91070275
2024-04-12 00:00:00+00:00,174.26,176.55,178.36,174.21,101670886
2024-04-15 00:00:00+00:00,175.36,172.69,176.63,172.5,73531773
2024-04-16 00:00:00+00:00,171.75,169.38,173.76,168.27,73711235
2024-04-17 00:00:00+00:00,169.61,168.0,170.65,168.0,50901210
2024-04-18 00:00:00+00:00,168.03,167.04,168.64,166.55,43122903
2024-04-19 00:00:00+00:00,166.21,165.0,166.4,164.075,68149377
2024-04-22 00:00:00+00:00,165.515,165.84,167.26,164.77,48116443
2024-04-23 00:00:00+00:00,165.35,166.9,167.05,164.92,49537761
2024-04-24 00:00:00+00:00,166.54,169.02,169.3,166.21,48251835
2024-04-25 00:00:00+00:00,169.525,169.89,170.61,168.1511,50558329
2024-04-26 00:00:00+00:00,169.88,169.3,171.34,169.18,44838354
2024-04-29 00:00:00+00:00,173.37,173.5,176.03,173.1,68169419
2024-04-30 00:00:00+00:00,173.33,170.33,174.99,170.0,65934776
2024-05-01 00:00:00+00:00,169.58,169.3,172.705,169.11,50383147
2024-05-02 00:00:00+00:00,172.51,173.18,173.415,170.89,94214915
2024-05-03 00:00:00+00:00,186.645,183.38,187.0,182.66,163224109
2024-05-06 00:00:00+00:00,182.354,181.71,184.2,180.42,78569667
2024-05-07 00:00:00+00:00,183.45,182.4,184.9,181.32,77305771
2024-05-08 00:00:00+00:00,182.85,182.74,183.07,181.45,45057087
2024-05-09 00:00:00+00:00,182.56,184.57,184.66,182.11,48982972
2024-05-10 00:00:00+00:00,184.9,183.05,185.09,182.13,50759496
2024-05-13 00:00:00+00:00,185.435,186.28,187.1,184.62,72044809
2024-05-14 00:00:00+00:00,187.51,187.43,188.3,186.29,52393619
2024-05-15 00:00:00+00:00,187.91,189.72,190.65,187.37,70399988
2024-05-16 00:00:00+00:00,190.47,189.865,191.095,189.6601,52845230
2024-05-17 00:00:00+00:00,189.51,189.87,190.81,189.18,41282925
2024-05-20 00:00:00+00:00,189.42,191.085,191.9199,189.01,44361275
2024-05-21 00:00:00+00:00,191.09,192.35,192.73,190.9201,42309401
2024-05-22 00:00:00+00:00,192.265,190.9,192.8231,190.27,34648547
2024-05-23 00:00:00+00:00,190.98,186.88,191.0,186.625,51005924
2024-05-24 00:00:00+00:00,188.82,189.98,190.58,188.0404,36326975
2024-05-28 00:00:00+00:00,191.51,189.99,193.0,189.1,52280051
2024-05-29 00:00:00+00:00,189.61,190.29,192.247,189.51,53068016
2024-05-30 00:00:00+00:00,190.76,191.336,192.18,190.63,49947941
2024-05-31 00:00:00+00:00,191.44,192.325,192.57,189.91,75158277
2024-06-03 00:00:00+00:00,192.9,194.03,194.99,192.52,50080539
2024-06-04 00:00:00+00:00,194.635,194.35,195.32,193.0342,47471445
2024-06-05 00:00:00+00:00,195.4,195.87,196.9,194.87,54156785
2024-06-06 00:00:00+00:00,195.685,194.5,196.5,194.17,41181753
2024-06-07 00:00:00+00:00,194.65,196.89,196.94,194.14,53103912
2024-06-10 00:00:00+00:00,196.9,193.12,197.3,192.15,97262077
2024-06-11 00:00:00+00:00,193.65,207.15,207.16,193.63,172373296
2024-06-12 00:00:00+00:00,207.37,213.07,220.2,206.9,198134293
2024-06-13 00:00:00+00:00,214.74,214.24,216.75,211.6,97862729
2024-06-14 00:00:00+00:00,213.85,212.49,215.17,211.3,70122748
2024-06-17 00:00:00+00:00,213.37,216.67,218.95,212.72,93728300
2024-06-18 00:00:00+00:00,217.59,214.29,218.63,213.0,79943254
2024-06-20 00:00:00+00:00,213.93,209.68,214.24,208.85,86172451
2024-06-21 00:00:00+00:00,210.39,207.49,211.89,207.11,246421353
2024-06-24 00:00:00+00:00,207.72,208.14,212.7,206.59,80727006
2024-06-25 00:00:00+00:00,209.15,209.07,211.38,208.61,56713868
2024-06-26 00:00:00+00:00,211.5,213.25,214.86,210.64,66213186
2024-06-27 00:00:00+00:00,214.69,214.1,215.7395,212.35,49772707
2024-06-28 00:00:00+00:00,215.77,210.62,216.07,210.3,82542718
2024-07-01 00:00:00+00:00,212.09,216.75,217.51,211.92,60402929
2024-07-02 00:00:00+00:00,216.15,220.27,220.38,215.1,58046178
2024-07-03 00:00:00+00:00,220.0,221.55,221.55,219.03,37369801
2024-07-05 00:00:00+00:00,221.65,226.34,226.45,221.65,60412408
2024-07-08 00:00:00+00:00,227.09,227.82,227.85,223.25,59085861
2024-07-09 00:00:00+00:00,227.93,228.6786,229.4,226.3721,48169822
2024-07-10 00:00:00+00:00,229.3,232.98,233.08,229.25,62627687
2024-07-11 00:00:00+00:00,231.39,227.57,232.39,225.77,64710617
2024-07-12 00:00:00+00:00,228.92,230.54,232.64,228.68,53046527
2024-07-15 00:00:00+00:00,236.48,234.41,237.23,233.09,62631252
2024-07-16 00:00:00+00:00,235.0,234.82,236.27,232.33,43234278
2024-07-17 00:00:00+00:00,229.45,228.88,231.4599,226.64,57345884
2024-07-18 00:00:00+00:00,230.28,224.18,230.44,222.27,66034585
2024-07-19 00:00:00+00:00,224.82,224.31,226.8,223.275,49151453
2024-07-22 00:00:00+00:00,227.01,223.96,227.78,223.09,48201835
2024-07-23 00:00:00+00:00,224.365,225.01,226.94,222.68,39960260
2024-07-24 00:00:00+00:00,224.0,218.54,224.8,217.13,61777576
2024-07-25 00:00:00+00:00,218.93,217.49,220.85,214.62,51391199
2024-07-26 00:00:00+00:00,218.7,217.96,219.49,216.01,41601345
2024-07-29 00:00:00+00:00,216.96,218.24,219.3,215.75,36311778
2024-07-30 00:00:00+00:00,219.19,218.8,220.325,216.12,41643840
2024-07-31 00:00:00+00:00,221.44,222.08,223.82,220.63,50036262
2024-08-01 00:00:00+00:00,224.37,218.36,224.48,217.02,62500996
2024-08-02 00:00:00+00:00,219.15,219.86,225.6,217.71,105568560
2024-08-05 00:00:00+00:00,199.09,209.27,213.5,196.0,119548589
2024-08-06 00:00:00+00:00,205.3,207.23,209.99,201.07,69660488
2024-08-07 00:00:00+00:00,206.9,209.82,213.64,206.39,63516417
2024-08-08 00:00:00+00:00,213.11,213.31,214.2,208.83,47161149
2024-08-09 00:00:00+00:00,212.1,216.24,216.78,211.97,42201646
2024-08-12 00:00:00+00:00,216.07,217.53,219.5099,215.6,38028092
2024-08-13 00:00:00+00:00,219.01,221.27,221.89,219.01,44155331
2024-08-14 00:00:00+00:00,220.57,221.72,223.03,219.7,41960574
2024-08-15 00:00:00+00:00,224.6,224.72,225.35,222.76,46414013
2024-08-16 00:00:00+00:00,223.92,226.05,226.8271,223.6501,44340240
2024-08-19 00:00:00+00:00,225.72,225.89,225.99,223.04,40687813
2024-08-20 00:00:00+00:00,225.77,226.51,227.17,225.45,30299033
2024-08-21 00:00:00+00:00,226.52,226.4,227.98,225.05,34765480
2024-08-22 00:00:00+00:00,227.79,224.53,228.34,223.9,43695321
2024-08-23 00:00:00+00:00,225.6589,226.84,228.22,224.33,38677250
2024-08-26 00:00:00+00:00,226.76,227.18,227.28,223.8905,30602208
2024-08-27 00:00:00+00:00,225.995,228.03,228.85,224.89,35934559
2024-08-28 00:00:00+00:00,227.92,226.49,229.86,225.68,38052167
2024-08-29 00:00:00+00:00,230.1,229.79,232.92,228.88,51906297
2024-08-30 00:00:00+00:00,230.19,229.0,230.4,227.48,52990770
2024-09-03 00:00:00+00:00,228.55,222.77,229.0,221.17,50190574
2024-09-04 00:00:00+00:00,221.66,220.85,221.78,217.48,43840196
2024-09-05 00:00:00+00:00,221.625,222.38,225.48,221.52,36615398
2024-09-06 00:00:00+00:00,223.95,220.82,225.24,219.77,48423011
2024-09-09 00:00:00+00:00,220.82,220.91,221.27,216.71,67179965
2024-09-10 00:00:00+00:00,218.92,220.11,221.48,216.73,51591033
2024-09-11 00:00:00+00:00,221.455,222.66,223.09,217.89,44587072
2024-09-12 00:00:00+00:00,222.5,222.77,223.55,219.82,37498225
2024-09-13 00:00:00+00:00,223.58,222.5,224.04,221.91,36766619
2024-09-16 00:00:00+00:00,216.54,216.32,217.22,213.92,59357427
2024-09-17 00:00:00+00:00,215.75,216.79,216.9,214.5,45519339
2024-09-18 00:00:00+00:00,217.55,220.69,222.71,217.54,59894928
2024-09-19 00:00:00+00:00,224.99,228.87,229.82,224.63,66781315
2024-09-20 00:00:00+00:00,229.97,228.2,233.09,227.62,318679888
2024-09-23 00:00:00+00:00,227.34,226.47,229.45,225.81,54146023
2024-09-24 00:00:00+00:00,228.645,227.37,229.35,225.73,43556068
2024-09-25 00:00:00+00:00,224.93,226.37,227.29,224.02,42308715
2024-09-26 00:00:00+00:00,227.3,227.52,228.5,225.41,36636707
2024-09-27 00:00:00+00:00,228.46,227.79,229.52,227.3,34025967
