timestamp,open_price,close_price,high_price,low_price,volume
2023-12-15 00:00:00+00:00,251.21,253.5,254.13,248.3,135932762
2023-12-18 00:00:00+00:00,253.78,252.08,258.74,251.36,116416490
2023-12-19 00:00:00+00:00,253.48,257.22,258.3399,253.01,106737369
2023-12-20 00:00:00+00:00,256.41,247.14,259.84,247.0,125096987
2023-12-21 00:00:00+00:00,251.9,254.5,254.7999,248.55,109594227
2023-12-22 00:00:00+00:00,256.76,252.54,258.22,251.37,93370094
2023-12-26 00:00:00+00:00,254.49,256.61,257.97,252.91,86892382
2023-12-27 00:00:00+00:00,258.35,261.44,263.34,257.52,106494359
2023-12-28 00:00:00+00:00,263.66,253.18,265.13,252.71,113619943
2023-12-29 00:00:00+00:00,255.1,248.48,255.19,247.43,100891578
2024-01-02 00:00:00+00:00,250.08,248.42,251.25,244.41,104654163
2024-01-03 00:00:00+00:00,244.98,238.45,245.68,236.32,121082599
2024-01-04 00:00:00+00:00,239.25,237.93,242.7,237.73,102629283
2024-01-05 00:00:00+00:00,236.86,237.49,240.1196,234.9001,92488939
2024-01-08 00:00:00+00:00,236.14,240.45,241.25,235.3,85166580
2024-01-09 00:00:00+00:00,238.11,234.96,238.9646,232.04,96705664
2024-01-10 00:00:00+00:00,235.1,233.94,235.5,231.29,91628502
2024-01-11 00:00:00+00:00,230.57,227.22,230.93,225.37,105873612
2024-01-12 00:00:00+00:00,220.08,218.89,225.34,217.1501,123043812
2024-01-16 00:00:00+00:00,215.1,219.91,223.49,212.18,115355046
2024-01-17 00:00:00+00:00,214.86,215.55,215.67,212.01,103164400
2024-01-18 00:00:00+00:00,216.88,211.88,217.45,208.74,108595431
2024-01-19 00:00:00+00:00,209.99,212.19,213.19,207.56,102260343
2024-01-22 00:00:00+00:00,212.26,208.8,217.8,206.27,117952527
2024-01-23 00:00:00+00:00,211.3,209.14,215.65,207.7516,106605946
2024-01-24 00:00:00+00:00,211.88,207.83,212.73,206.77,123369932
2024-01-25 00:00:00+00:00,189.7,182.63,193.0,180.06,198076787
2024-01-26 00:00:00+00:00,185.5,183.25,186.78,182.1,107343231
2024-01-29 00:00:00+00:00,185.63,190.93,191.48,183.67,125013148
2024-01-30 00:00:00+00:00,195.33,191.59,196.3593,190.61,109982327
2024-01-31 00:00:00+00:00,186.995,187.29,193.97,185.8459,103221430
2024-02-01 00:00:00+00:00,188.5,188.86,189.88,184.28,91843275
2024-02-02 00:00:00+00:00,185.04,187.91,188.69,182.0,110612672
2024-02-05 00:00:00+00:00,184.26,181.06,184.68,175.01,134294447
2024-02-06 00:00:00+00:00,177.21,185.1,186.49,177.11,122675954
2024-02-07 00:00:00+00:00,188.18,187.58,189.79,182.68,111535217
2024-02-08 00:00:00+00:00,189.0,189.56,191.6171,185.58,83034043
2024-02-09 00:00:00+00:00,190.18,193.57,194.12,189.48,84476347
2024-02-12 00:00:00+00:00,192.11,188.13,194.73,187.28,95498597
2024-02-13 00:00:00+00:00,183.99,184.085,187.26,182.1087,86759478
2024-02-14 00:00:00+00:00,185.3,188.71,188.89,183.35,81202987
2024-02-15 00:00:00+00:00,189.16,200.45,200.88,188.8595,120831762
2024-02-16 00:00:00+00:00,202.06,199.98,203.17,197.4,111346705
2024-02-20 00:00:00+00:00,196.13,193.76,198.6,189.13,104545762
2024-02-21 00:00:00+00:00,193.36,194.77,199.44,191.95,103844008
2024-02-22 00:00:00+00:00,194.0,197.41,198.32,191.36,92739461
2024-02-23 00:00:00+00:00,195.31,191.97,197.57,191.5,78841917
2024-02-26 00:00:00+00:00,192.29,199.4,201.78,192.0,111747116
2024-02-27 00:00:00+00:00,204.04,199.73,205.6,198.26,108645412
2024-02-28 00:00:00+00:00,200.42,202.04,205.3,198.44,99806173
2024-02-29 00:00:00+00:00,204.18,201.88,205.28,198.4463,85906974
2024-03-01 00:00:00+00:00,200.52,202.64,204.52,198.5,82243119
2024-03-04 00:00:00+00:00,198.73,188.16,199.74,186.72,134334869
2024-03-05 00:00:00+00:00,183.05,180.8201,184.59,177.57,119660758
2024-03-06 00:00:00+00:00,179.99,176.54,181.46,173.7,107920944
2024-03-07 00:00:00+00:00,174.35,178.71,180.04,173.76,102129004
2024-03-08 00:00:00+00:00,181.5,175.33,182.73,174.7,85544644
2024-03-11 00:00:00+00:00,175.445,177.77,182.87,174.8,85391528
2024-03-12 00:00:00+00:00,177.77,177.54,179.43,172.4101,87391684
2024-03-13 00:00:00+00:00,173.05,169.48,176.05,169.15,106524518
2024-03-14 00:00:00+00:00,167.77,162.5,171.17,160.51,126325696
2024-03-15 00:00:00+00:00,163.16,163.57,165.1845,160.76,97146832
2024-03-18 00:00:00+00:00,170.02,173.8,174.72,165.9,108214358
2024-03-19 00:00:00+00:00,172.36,171.32,172.82,167.42,77271428
2024-03-20 00:00:00+00:00,173.0,175.66,176.25,170.82,83846726
2024-03-21 00:00:00+00:00,176.39,172.82,178.18,171.8,73178014
2024-03-22 00:00:00+00:00,166.69,170.83,171.2,166.3,75580637
2024-03-25 00:00:00+00:00,168.76,172.63,175.24,168.73,74228615
2024-03-26 00:00:00+00:00,178.58,177.67,184.25,177.38,113186227
2024-03-27 00:00:00+00:00,181.41,179.83,181.91,176.0,81804043
2024-03-28 00:00:00+00:00,177.45,175.79,179.57,175.3,77654838
2024-04-01 00:00:00+00:00,176.17,175.22,176.75,170.21,81562127
2024-04-02 00:00:00+00:00,164.75,166.63,167.69,163.43,116650594
2024-04-03 00:00:00+00:00,164.02,168.38,168.82,163.28,82950141
2024-04-04 00:00:00+00:00,170.07,171.215,177.19,168.01,123161960
2024-04-05 00:00:00+00:00,169.08,164.9,170.86,160.51,143157603
2024-04-08 00:00:00+00:00,169.34,172.98,174.5,167.79,104423320
2024-04-09 00:00:00+00:00,172.91,176.88,179.22,171.92,103232675
2024-04-10 00:00:00+00:00,173.04,171.76,174.93,170.01,84532407
2024-04-11 00:00:00+00:00,172.55,174.6,175.88,168.51,94515987
2024-04-12 00:00:00+00:00,172.34,171.05,173.8099,170.3644,64722669
2024-04-15 00:00:00+00:00,170.24,161.48,170.69,161.38,100245310
2024-04-16 00:00:00+00:00,156.742,157.11,158.19,153.75,96999956
2024-04-17 00:00:00+00:00,157.64,155.45,158.33,153.78,82439718
2024-04-18 00:00:00+00:00,151.25,149.93,152.2,148.7,96098830
2024-04-19 00:00:00+00:00,148.97,147.05,150.94,146.22,87074500
2024-04-22 00:00:00+00:00,140.56,142.05,144.44,138.8025,107097564
2024-04-23 00:00:00+00:00,143.33,144.68,147.26,141.11,124545104
2024-04-24 00:00:00+00:00,162.84,162.13,167.97,157.51,181178020
2024-04-25 00:00:00+00:00,158.96,170.18,170.88,158.36,126427521
2024-04-26 00:00:00+00:00,168.85,168.29,172.12,166.37,109815725
2024-04-29 00:00:00+00:00,188.42,194.05,198.87,184.54,243869678
2024-04-30 00:00:00+00:00,186.98,183.28,190.95,182.8401,127031787
2024-05-01 00:00:00+00:00,182.0,179.995,185.86,179.01,92829719
2024-05-02 00:00:00+00:00,182.86,180.1,184.6,176.02,89148041
2024-05-03 00:00:00+00:00,182.1,181.19,184.78,178.42,75491539
2024-05-06 00:00:00+00:00,183.8,184.76,187.56,182.2,84390253
2024-05-07 00:00:00+00:00,182.4,177.81,183.26,177.4,75045854
2024-05-08 00:00:00+00:00,171.59,174.72,176.06,170.15,79969488
2024-05-09 00:00:00+00:00,175.01,171.97,175.62,171.37,65950292
2024-05-10 00:00:00+00:00,173.05,168.47,173.0599,167.75,72627178
2024-05-13 00:00:00+00:00,170.0,171.89,175.4,169.0,67018903
2024-05-14 00:00:00+00:00,174.4959,177.55,179.49,174.07,86407422
2024-05-15 00:00:00+00:00,179.9,173.99,180.0,173.11,79662993
2024-05-16 00:00:00+00:00,174.1,174.87,175.79,171.43,59812220
2024-05-17 00:00:00+00:00,173.55,177.46,179.63,172.75,77445845
2024-05-20 00:00:00+00:00,177.56,174.95,177.754,173.52,61727425
2024-05-21 00:00:00+00:00,175.51,186.6,186.875,174.71,115266512
2024-05-22 00:00:00+00:00,182.85,180.11,183.8,178.12,88313477
2024-05-23 00:00:00+00:00,181.8,173.74,181.9,173.26,71975496
2024-05-24 00:00:00+00:00,174.835,179.24,180.08,173.73,65584478
2024-05-28 00:00:00+00:00,176.4,176.75,178.25,173.16,59736620
2024-05-29 00:00:00+00:00,174.19,176.19,178.15,173.93,54782649
2024-05-30 00:00:00+00:00,178.575,178.82,182.67,175.38,77784755
2024-05-31 00:00:00+00:00,178.5,178.1,180.32,173.82,67314602
2024-06-03 00:00:00+00:00,178.13,176.29,182.6389,174.49,68568920
2024-06-04 00:00:00+00:00,174.775,174.76,177.755,174.0,60056340
2024-06-05 00:00:00+00:00,175.35,174.9785,176.15,172.13,57953756
2024-06-06 00:00:00+00:00,174.6,177.89,179.73,172.73,69887024
2024-06-07 00:00:00+00:00,176.13,177.48,179.35,175.58,56244932
2024-06-10 00:00:00+00:00,176.06,173.79,178.57,173.17,50869682
2024-06-11 00:00:00+00:00,173.92,170.66,174.75,167.41,64761928
2024-06-12 00:00:00+00:00,171.12,177.29,180.55,169.8,90389446
2024-06-13 00:00:00+00:00,188.39,182.47,191.08,181.23,118984122
2024-06-14 00:00:00+00:00,185.8,178.01,186.0,176.92,82038194
2024-06-17 00:00:00+00:00,177.92,187.44,188.81,177.0,109786083
2024-06-18 00:00:00+00:00,186.56,184.86,187.2,182.37,68982265
2024-06-20 00:00:00+00:00,184.68,181.57,185.21,179.66,55893139
2024-06-21 00:00:00+00:00,182.3,183.01,183.95,180.69,63029482
2024-06-24 00:00:00+00:00,184.97,182.58,188.8,182.55,61992070
2024-06-25 00:00:00+00:00,184.4,187.35,187.97,182.01,63678265
2024-06-26 00:00:00+00:00,186.54,196.37,197.755,186.36,95737066
2024-06-27 00:00:00+00:00,195.17,197.42,198.72,194.05,72746521
2024-06-28 00:00:00+00:00,199.55,197.88,203.2,195.26,95438068
2024-07-01 00:00:00+00:00,201.02,209.86,213.23,200.85,135691395
2024-07-02 00:00:00+00:00,218.89,231.26,231.3,218.06,205047920
2024-07-03 00:00:00+00:00,234.56,246.39,248.35,234.25,166561471
2024-07-05 00:00:00+00:00,249.81,251.55,252.37,242.4601,154501152
2024-07-08 00:00:00+00:00,247.71,252.94,259.439,244.57,157219580
2024-07-09 00:00:00+00:00,251.0,262.33,265.61,250.3,160742516
2024-07-10 00:00:00+00:00,262.8,263.26,267.59,257.86,128519430
2024-07-11 00:00:00+00:00,263.3,241.03,271.0,239.65,221707273
2024-07-12 00:00:00+00:00,235.8,248.325,251.84,233.0912,155955773
2024-07-15 00:00:00+00:00,255.97,252.64,265.6,251.73,146912920
2024-07-16 00:00:00+00:00,255.31,256.56,258.62,245.8001,126332470
2024-07-17 00:00:00+00:00,252.73,248.5,258.47,246.182,115584810
2024-07-18 00:00:00+00:00,251.09,249.23,257.14,247.2,110869037
2024-07-19 00:00:00+00:00,247.79,239.2,249.44,236.83,87403903
2024-07-22 00:00:00+00:00,244.21,251.51,253.21,243.75,101225430
2024-07-23 00:00:00+00:00,253.6,246.38,255.7594,245.63,111928192
2024-07-24 00:00:00+00:00,225.42,215.99,225.99,214.71,167942939
2024-07-25 00:00:00+00:00,216.8,220.25,226.0,216.231,100636466
2024-07-26 00:00:00+00:00,221.19,219.8,222.2799,215.33,94604145
2024-07-29 00:00:00+00:00,224.9,232.1,234.27,224.7,129201789
2024-07-30 00:00:00+00:00,232.25,222.62,232.41,220.0,100560334
2024-07-31 00:00:00+00:00,227.9,232.07,234.68,226.7875,67497011
2024-08-01 00:00:00+00:00,227.69,216.86,231.867,214.3328,83861898
2024-08-02 00:00:00+00:00,214.88,207.67,216.13,205.78,82880120
2024-08-05 00:00:00+00:00,185.22,198.88,203.8799,182.0,100308836
2024-08-06 00:00:00+00:00,200.75,200.64,202.9,192.67,73783942
2024-08-07 00:00:00+00:00,200.77,191.76,203.49,191.48,71159778
2024-08-08 00:00:00+00:00,195.7,198.84,200.7,192.04,65033874
2024-08-09 00:00:00+00:00,197.05,200.0,200.88,195.11,58648274
2024-08-12 00:00:00+00:00,199.02,197.49,199.26,194.67,64044903
2024-08-13 00:00:00+00:00,198.47,207.83,208.49,197.06,76247387
2024-08-14 00:00:00+00:00,207.39,201.38,208.44,198.75,70250014
2024-08-15 00:00:00+00:00,205.02,214.14,215.88,204.82,89848530
2024-08-16 00:00:00+00:00,211.15,216.12,219.8,210.8,88765122
2024-08-19 00:00:00+00:00,217.07,222.72,222.98,214.09,76435222
2024-08-20 00:00:00+00:00,224.88,221.1,228.22,219.56,74001182
2024-08-21 00:00:00+00:00,222.67,223.27,224.6594,218.86,70145964
2024-08-22 00:00:00+00:00,223.82,210.66,224.8,210.32,79514482
2024-08-23 00:00:00+00:00,214.455,220.32,221.48,214.21,81525207
2024-08-26 00:00:00+00:00,218.75,213.21,219.09,211.01,59301187
2024-08-27 00:00:00+00:00,213.25,209.21,215.66,206.94,62821390
2024-08-28 00:00:00+00:00,209.72,205.75,211.84,202.59,64116350
2024-08-29 00:00:00+00:00,209.8,206.28,214.89,205.97,62308818
2024-08-30 00:00:00+00:00,208.63,214.11,214.5701,207.03,63370608
2024-09-03 00:00:00+00:00,215.26,210.6,219.9043,209.64,76714222
2024-09-04 00:00:00+00:00,210.59,219.41,222.22,210.57,80651767
2024-09-05 00:00:00+00:00,223.49,230.17,235.0,222.25,119355013
2024-09-06 00:00:00+00:00,232.6,210.73,233.6,210.51,112177004
2024-09-09 00:00:00+00:00,216.2,216.27,219.87,213.67,67443518
2024-09-10 00:00:00+00:00,220.07,226.17,226.4,218.6377,78891136
2024-09-11 00:00:00+00:00,224.55,228.13,228.47,216.8003,83548633
2024-09-12 00:00:00+00:00,224.66,229.81,231.45,223.83,72020042
2024-09-13 00:00:00+00:00,228.0,230.29,232.67,226.32,59515114
2024-09-16 00:00:00+00:00,229.3,226.78,229.96,223.53,54322995
2024-09-17 00:00:00+00:00,229.45,227.87,234.57,226.5533,66761636
2024-09-18 00:00:00+00:00,230.09,227.2,235.68,226.88,78010204
2024-09-19 00:00:00+00:00,234.0,243.92,244.24,232.13,102694576
2024-09-20 00:00:00+00:00,241.52,238.25,243.99,235.92,99879070
2024-09-23 00:00:00+00:00,242.61,250.0,250.0,241.92,86927194
2024-09-24 00:00:00+00:00,254.08,254.27,257.19,249.0501,88490999
2024-09-25 00:00:00+00:00,252.54,257.02,257.05,252.28,65034318
2024-09-26 00:00:00+00:00,260.6,254.22,261.75,251.53,67142193
2024-09-27 00:00:00+00:00,257.375,260.46,260.6999,254.12,70988067
2024-09-30 00:00:00+00:00,259.04,261.63,264.86,255.77,80873381
2024-10-01 00:00:00+00:00,262.67,258.02,263.98,248.53,87397613
2024-10-02 00:00:00+00:00,247.55,249.02,251.1585,241.5,93983930
2024-10-03 00:00:00+00:00,244.42,240.66,249.79,237.81,80729240
2024-10-04 00:00:00+00:00,246.69,250.08,250.96,244.58,86726285
2024-10-07 00:00:00+00:00,249.0,240.83,249.83,240.7,68113270
2024-10-08 00:00:00+00:00,243.56,244.5,246.21,240.56,56303160
2024-10-09 00:00:00+00:00,243.82,241.05,247.43,239.51,66289529
2024-10-10 00:00:00+00:00,241.81,238.77,242.7899,232.34,83087063
2024-10-11 00:00:00+00:00,220.13,217.8,223.34,214.38,142628874
2024-10-14 00:00:00+00:00,220.13,219.16,221.91,213.74,86291923
2024-10-15 00:00:00+00:00,220.01,219.57,224.26,217.12,62988787
2024-10-16 00:00:00+00:00,221.4,221.33,222.8199,218.93,49632824
2024-10-17 00:00:00+00:00,221.59,220.89,222.08,217.9,50791784
2024-10-18 00:00:00+00:00,220.71,220.7,222.28,219.23,49611867
2024-10-21 00:00:00+00:00,218.9,218.85,220.48,215.726,47328988
2024-10-22 00:00:00+00:00,217.31,217.97,218.22,215.26,43268741
2024-10-23 00:00:00+00:00,217.125,213.65,218.72,212.11,80938892
2024-10-24 00:00:00+00:00,244.68,260.48,262.1199,242.65,204491903
2024-10-25 00:00:00+00:00,256.01,269.19,269.49,255.32,161611931
2024-10-28 00:00:00+00:00,270.0,262.51,273.536,262.24,107653603
2024-10-29 00:00:00+00:00,264.51,259.52,264.98,255.51,80521751
2024-10-30 00:00:00+00:00,258.035,257.55,263.35,255.8201,53993576
2024-10-31 00:00:00+00:00,257.99,249.85,259.75,249.25,66575292
2024-11-01 00:00:00+00:00,252.043,248.98,254.0,246.63,57544757
